converted,customer_segment,age,related_customers,family_size,initial_fee_level,credit_account_id,gender,branch
1,13,21.431555497015268,0,0,16.225,0,male,Helsinki
1,11,4.0,0,2,163.7166,1,male,Helsinki
1,12,13.0,0,1,39.0,0,female,Helsinki
1,11,34.0,0,0,53.1,0,male,Helsinki
1,13,5.0,2,1,38.5166,0,female,Tampere
1,11,52.0,0,0,61.0,1,male,Helsinki
0,12,36.0,1,2,55.5,0,male,Helsinki
0,13,25.216498151800423,1,0,39.9334,0,male,Helsinki
0,11,30.0,0,0,55.5,1,male,Tampere
1,11,49.0,1,0,178.2084,1,male,Tampere
0,13,29.512192211374582,0,0,16.1,0,male,Helsinki
1,13,29.0,0,0,15.7916,0,male,Tampere
0,11,65.0,0,0,53.1,1,male,Helsinki
1,11,34.47672618434328,1,0,103.725,1,female,Helsinki
1,12,50.0,0,0,21.0,0,female,Helsinki
0,13,31.5780427129432,0,0,15.5,0,male,Turku
1,11,48.0,0,0,53.1,1,male,Helsinki
0,13,34.0,0,0,16.1,0,male,Helsinki
0,11,47.0,0,0,77.0,1,male,Helsinki
0,12,48.0,0,0,26.0,0,male,Helsinki
0,13,29.512192211374582,0,0,16.1,0,male,Helsinki
0,13,38.0,0,0,14.1,0,male,Helsinki
0,12,37.67529856708546,0,0,0.0,0,male,Helsinki
0,11,56.0,0,0,53.1,0,male,Helsinki
0,13,31.578444633628962,0,0,15.45,0,male,Turku
1,13,0.75,2,1,38.5166,0,female,Tampere
0,13,29.52505367331932,0,0,14.5,0,male,Helsinki
0,13,38.0,0,0,17.325,0,male,Helsinki
1,12,33.0,1,2,55.5,0,female,Helsinki
1,12,23.0,0,0,27.5834,1,female,Tampere
0,13,22.0,0,0,19.675,0,female,Helsinki
0,11,46.57303782853384,0,0,104.0,1,male,Helsinki
0,12,34.0,1,0,42.0,0,male,Helsinki
0,13,29.0,1,0,14.0916,0,male,Helsinki
0,13,22.0,0,0,15.0416,0,male,Helsinki
1,13,2.0,0,1,24.575,0,female,Helsinki
0,13,9.0,5,2,93.8,0,male,Helsinki
0,12,37.67529856708546,0,0,0.0,0,male,Helsinki
0,13,50.0,0,0,16.1,0,male,Helsinki
1,13,63.0,0,0,19.175,0,female,Helsinki
1,11,25.0,1,0,182.1584,1,male,Tampere
0,13,16.402760187238727,3,1,50.9334,0,female,Helsinki
1,11,35.0,1,0,180.0,1,female,Helsinki
0,11,58.0,0,0,59.4,1,male,Tampere
0,13,30.0,0,0,16.1,0,male,Helsinki
1,13,9.0,1,1,31.8,0,male,Helsinki
0,13,25.216498151800423,1,0,39.9334,0,male,Helsinki
0,13,21.0,0,0,14.5,0,male,Helsinki
0,11,55.0,0,0,61.0,1,male,Helsinki
0,11,71.0,0,0,99.0084,0,male,Tampere
0,13,21.0,0,0,16.1,0,male,Helsinki
0,13,27.83675844026159,0,0,28.9166,0,male,Tampere
1,11,54.0,1,0,156.5334,1,female,Tampere
0,13,29.398850577986536,0,0,30.2,0,male,Helsinki
0,11,25.0,1,2,303.1,1,female,Helsinki
0,13,24.0,0,0,15.5916,0,male,Helsinki
0,13,17.0,0,0,17.325,0,male,Helsinki
0,13,21.0,0,0,15.5,0,female,Turku
0,13,31.665205828507453,0,0,15.2584,0,female,Turku
0,13,37.0,0,0,19.175,0,female,Helsinki
1,11,16.0,0,0,173.0,1,female,Helsinki
0,11,18.0,1,0,217.8,1,male,Tampere
1,12,33.0,0,2,52.0,0,female,Helsinki
1,11,37.20251478104127,0,0,53.1,0,male,Helsinki
0,13,28.0,0,0,45.05,0,male,Helsinki
1,13,26.0,0,0,112.9916,0,male,Helsinki
1,13,29.0,0,0,15.5,0,male,Turku
0,13,29.512192211374582,0,0,16.1,0,male,Helsinki
1,11,36.0,0,0,52.575,1,male,Helsinki
1,11,54.0,1,0,118.8,0,female,Tampere
0,13,24.0,0,0,14.9916,0,male,Helsinki
0,11,47.0,0,0,68.0416,1,male,Helsinki
1,12,34.0,0,0,21.0,1,female,Helsinki
0,13,31.314382743075953,0,0,48.3,0,male,Turku
1,12,36.0,1,0,52.0,0,female,Helsinki
0,13,32.0,0,0,15.7916,0,male,Helsinki
1,11,30.0,0,0,187.0,1,female,Helsinki
0,13,22.0,0,0,15.7916,0,male,Helsinki
0,13,27.95304695611773,0,0,14.45,0,male,Tampere
1,11,44.0,0,1,115.9584,1,female,Tampere
0,13,27.952979433442522,0,0,14.4584,0,male,Tampere
0,13,40.5,0,0,15.5,0,male,Turku
1,12,50.0,0,0,21.0,0,female,Helsinki
0,11,43.84352692877265,0,0,443.5584,1,male,Helsinki
0,13,39.0,0,0,15.85,0,male,Helsinki
0,12,23.0,2,1,23.0,0,male,Helsinki
1,12,2.0,1,1,52.0,0,female,Helsinki
0,13,27.952979433442522,0,0,14.4584,0,male,Tampere
0,13,17.0,1,1,14.4584,0,male,Tampere
1,13,18.51071304923066,0,2,44.7166,0,female,Tampere
0,13,30.0,0,0,17.325,0,female,Helsinki
1,12,7.0,0,2,52.5,0,female,Helsinki
0,11,45.0,0,0,53.1,1,male,Helsinki
1,11,30.0,0,0,212.85,0,female,Tampere
0,13,29.40849667444509,0,0,29.0,0,male,Helsinki
1,11,22.0,0,2,99.0,1,female,Tampere
1,11,36.0,0,2,142.0,1,female,Helsinki
0,13,9.0,4,2,62.55,0,female,Helsinki
0,13,11.0,4,2,62.55,0,female,Helsinki
1,12,32.0,1,0,52.0,0,male,Helsinki
0,11,50.0,1,0,212.85,1,male,Tampere
0,11,64.0,0,0,52.0,0,male,Helsinki
1,12,19.0,1,0,52.0,0,female,Helsinki
1,12,27.80039299629196,0,0,27.725,0,male,Tampere
0,13,33.0,1,1,41.05,0,male,Helsinki
1,12,8.0,1,1,73.5,0,male,Helsinki
1,11,17.0,0,2,221.7666,1,male,Tampere
0,12,27.0,0,0,52.0,0,male,Helsinki
0,13,31.576769428210667,0,0,15.6584,0,male,Turku
1,13,22.0,0,0,14.45,0,male,Tampere
1,13,22.0,0,0,15.55,0,female,Helsinki
0,11,62.0,0,0,53.1,0,male,Helsinki
1,11,48.0,1,0,79.2,1,female,Tampere
0,11,40.478697662867845,0,0,455.05,0,male,Tampere
1,11,39.0,1,1,159.3,1,female,Helsinki
1,13,36.0,1,0,34.8,0,female,Helsinki
0,13,31.5780427129432,0,0,15.5,0,male,Turku
0,13,40.0,0,0,15.7916,0,male,Helsinki
0,12,28.0,0,0,27.0,0,male,Helsinki
0,13,29.512192211374582,0,0,16.1,0,male,Helsinki
0,13,29.597413246185184,0,0,16.1,0,female,Helsinki
0,13,24.0,2,0,48.3,0,male,Helsinki
0,13,19.0,0,0,15.7916,0,male,Helsinki
0,13,29.0,0,4,42.15,0,female,Helsinki
0,13,27.952979433442522,0,0,14.4584,0,male,Tampere
1,13,32.0,0,0,15.7084,0,male,Helsinki
1,12,62.0,0,0,21.0,0,male,Helsinki
1,11,53.0,2,0,102.9584,1,female,Helsinki
1,11,36.0,0,0,52.775,1,male,Helsinki
1,13,23.583631835108903,0,0,15.5,0,female,Turku
0,13,16.0,0,0,16.1,0,male,Helsinki
0,13,19.0,0,0,29.0,0,male,Helsinki
1,12,34.0,0,0,26.0,0,female,Helsinki
1,11,39.0,1,0,111.8,1,female,Helsinki
0,13,23.817868144944185,1,0,28.9166,0,female,Tampere
1,13,32.0,0,0,15.85,0,male,Helsinki
1,12,25.0,1,1,60.0,0,female,Helsinki
1,11,39.0,1,1,221.7666,1,female,Tampere
0,12,54.0,0,0,52.0,0,male,Helsinki
0,11,36.0,0,0,80.25,1,male,Tampere
0,13,27.92913267531422,0,0,17.425,0,male,Tampere
1,11,18.0,0,2,159.3,1,female,Helsinki
0,12,47.0,0,0,30.0,0,male,Helsinki
1,11,60.0,1,1,158.4,1,male,Tampere
0,13,22.0,0,0,16.1,0,male,Helsinki
0,13,29.512192211374582,0,0,16.1,0,male,Helsinki
0,13,35.0,0,0,14.25,0,male,Helsinki
1,11,52.0,1,0,156.5334,1,female,Tampere
0,13,47.0,0,0,14.5,0,male,Helsinki
0,13,30.45863617126149,0,2,15.5,0,female,Turku
0,12,37.0,1,0,52.0,0,male,Helsinki
0,13,36.0,1,1,48.3,0,male,Helsinki
1,12,29.150352384030512,0,0,66.0,0,female,Helsinki
0,13,49.0,0,0,0.0,0,male,Helsinki
0,13,27.95304695611773,0,0,14.45,0,male,Tampere
1,11,49.0,1,0,113.8584,1,male,Tampere
1,12,24.0,2,1,54.0,0,female,Helsinki
0,13,29.514671258164427,0,0,15.7916,0,male,Helsinki
0,11,45.02732897890594,0,0,84.8,0,male,Helsinki
0,13,44.0,0,0,16.1,0,male,Helsinki
1,11,35.0,0,0,53.1,0,male,Tampere
0,13,36.0,1,0,31.1,0,male,Helsinki
0,13,30.0,0,0,15.7916,0,male,Helsinki
1,11,27.0,0,0,61.0,0,male,Helsinki
1,12,22.0,1,2,83.1584,0,female,Tampere
1,11,40.0,0,0,306.925,1,female,Helsinki
0,13,39.0,1,5,62.55,0,female,Helsinki
0,13,29.528269038805504,0,0,14.1,0,male,Helsinki
1,13,19.3549250923912,1,0,31.0,0,female,Turku
0,13,31.5780427129432,0,0,15.5,0,male,Turku
0,13,35.0,0,0,16.1,0,male,Helsinki
1,12,24.0,1,2,130.0,0,female,Helsinki
0,13,34.0,1,1,28.8,0,male,Helsinki
0,13,26.0,1,0,32.2,0,female,Helsinki
1,12,4.0,2,1,78.0,1,female,Helsinki
0,12,26.0,0,0,21.0,0,male,Helsinki
0,13,27.0,1,0,28.9084,0,male,Tampere
1,11,42.0,1,0,105.1084,1,male,Helsinki
1,13,20.0,1,1,31.4834,0,male,Tampere
0,13,21.0,0,0,15.7084,0,male,Helsinki
0,13,21.0,0,0,32.2,0,male,Helsinki
0,11,61.0,0,0,64.6416,1,male,Helsinki
0,12,57.0,0,0,24.7,0,male,Turku
1,11,21.0,0,0,155.9166,1,female,Helsinki
0,13,26.0,0,0,15.7916,0,male,Helsinki
0,13,31.57831119596129,0,0,15.4666,0,male,Turku
1,11,80.0,0,0,60.0,1,male,Helsinki
0,13,51.0,0,0,14.1084,0,male,Helsinki
1,11,32.0,0,0,61.0,1,male,Tampere
0,11,45.70898646197735,0,0,0.0,0,male,Helsinki
0,13,9.0,3,2,55.8,0,female,Helsinki
1,12,28.0,0,0,26.0,0,female,Helsinki
0,13,32.0,0,0,15.85,0,male,Helsinki
0,12,31.0,1,1,52.5,0,male,Helsinki
0,13,41.0,0,5,79.375,0,female,Helsinki
0,13,25.278662420427594,1,0,32.2,0,male,Helsinki
0,13,20.0,0,0,15.7084,0,male,Helsinki
1,11,24.0,0,0,138.6,1,female,Tampere
0,13,2.0,3,2,55.8,0,female,Helsinki
1,13,20.653705532376392,0,0,112.9916,0,male,Helsinki
1,13,0.75,2,1,38.5166,0,female,Tampere
1,11,48.0,1,0,153.4584,1,male,Tampere
0,13,19.0,0,0,15.7916,0,male,Helsinki
1,11,56.0,0,0,71.0,1,male,Tampere
0,13,29.52023062509005,0,0,15.1,0,male,Helsinki
1,13,23.0,0,0,15.1,0,female,Helsinki
0,13,29.514671258164427,0,0,15.7916,0,male,Helsinki
1,12,18.0,0,1,46.0,0,female,Helsinki
0,13,21.0,0,0,16.8666,0,male,Helsinki
1,13,23.58235855037637,0,0,15.6584,0,female,Turku
0,13,18.0,0,0,13.5,0,female,Turku
0,12,24.0,2,0,147.0,0,male,Helsinki
0,13,29.514671258164427,0,0,15.7916,0,male,Helsinki
0,13,32.0,1,1,31.0,0,female,Turku
0,12,23.0,0,0,26.0,0,male,Helsinki
0,11,58.0,0,2,226.55,1,male,Tampere
1,11,50.0,2,0,267.3,0,male,Helsinki
0,13,40.0,0,0,14.45,0,male,Tampere
0,11,47.0,0,0,51.175,1,male,Helsinki
0,13,36.0,0,0,14.9916,0,male,Helsinki
1,13,20.0,1,0,15.85,0,male,Helsinki
0,12,32.0,2,0,147.0,0,male,Helsinki
0,12,25.0,0,0,26.0,0,male,Helsinki
0,13,29.51661333891809,0,0,15.55,0,male,Helsinki
0,13,43.0,0,0,16.1,0,male,Helsinki
1,11,34.47451562057152,1,0,104.0,1,female,Helsinki
1,12,40.0,1,1,78.0,0,female,Helsinki
0,11,31.0,1,0,104.0,1,male,Helsinki
0,12,70.0,0,0,21.0,0,male,Helsinki
1,12,31.0,0,0,26.0,0,male,Helsinki
0,12,37.67529856708546,0,0,0.0,0,male,Helsinki
0,13,18.0,0,0,15.55,0,male,Helsinki
0,13,24.5,0,0,16.1,0,male,Helsinki
1,13,18.0,0,0,19.6834,0,female,Helsinki
0,13,43.0,1,6,93.8,0,female,Helsinki
1,11,36.0,0,1,1024.6584,1,male,Tampere
0,13,31.6570339771243,0,0,16.275,0,female,Turku
1,11,27.0,0,0,153.4584,1,male,Tampere
0,13,20.0,0,0,18.45,0,male,Helsinki
0,13,14.0,5,2,93.8,0,male,Helsinki
0,12,60.0,1,1,78.0,0,male,Helsinki
0,12,25.0,1,2,83.1584,0,male,Tampere
0,13,14.0,4,1,79.375,0,male,Helsinki
0,13,19.0,0,0,20.3416,0,male,Helsinki
0,13,18.0,0,0,15.5916,0,male,Helsinki
1,11,15.0,0,1,422.675,1,female,Helsinki
1,11,31.0,1,0,114.0,1,male,Helsinki
1,13,4.0,0,1,26.8334,0,female,Tampere
1,13,20.653705532376392,0,0,112.9916,0,male,Helsinki
0,13,25.0,0,0,14.45,0,male,Tampere
0,11,60.0,0,0,53.1,0,male,Helsinki
0,12,52.0,0,0,27.0,0,male,Helsinki
0,13,44.0,0,0,16.1,0,male,Helsinki
1,13,23.583900318127007,0,0,15.4666,0,female,Turku
0,11,49.0,1,1,221.7666,1,male,Tampere
0,13,42.0,0,0,15.3,1,male,Helsinki
1,11,18.0,1,0,455.05,1,female,Tampere
1,11,35.0,0,0,52.575,1,male,Helsinki
0,13,18.0,0,1,28.9084,0,female,Tampere
0,13,25.0,0,0,15.4834,0,male,Turku
0,13,26.0,1,0,15.7084,0,male,Helsinki
0,12,39.0,0,0,52.0,0,male,Helsinki
1,12,45.0,0,0,27.0,0,female,Helsinki
1,11,42.0,0,0,52.575,1,male,Helsinki
1,11,22.0,0,0,303.1,0,female,Helsinki
1,13,15.038040907640692,1,1,30.4916,0,male,Tampere
1,11,24.0,0,0,99.0084,1,female,Tampere
0,11,46.98219308665098,0,0,53.1,1,male,Helsinki
1,11,48.0,1,0,104.0,1,male,Helsinki
0,13,29.0,0,0,18.9666,0,male,Helsinki
0,12,52.0,0,0,26.0,0,male,Helsinki
0,13,19.0,0,0,15.3,1,male,Helsinki
1,11,38.0,0,0,455.05,1,female,Tampere
1,12,27.0,0,0,21.0,1,female,Helsinki
0,13,31.45344730035349,0,0,31.0,0,male,Turku
0,13,33.0,0,0,15.55,0,male,Helsinki
1,12,6.0,0,1,66.0,0,female,Helsinki
0,13,17.0,1,0,14.1084,0,male,Helsinki
0,12,34.0,0,0,26.0,0,male,Helsinki
0,12,50.0,0,0,26.0,0,male,Helsinki
1,11,27.0,1,0,106.2,1,male,Helsinki
0,13,20.0,0,0,17.325,0,male,Helsinki
1,12,30.0,3,0,42.0,0,female,Helsinki
1,13,23.583832795451798,0,0,15.475,0,female,Turku
0,12,25.0,1,0,52.0,0,male,Helsinki
0,13,25.0,1,0,15.85,0,female,Helsinki
1,11,29.0,0,0,422.675,1,female,Helsinki
0,13,11.0,0,0,37.575,0,male,Tampere
0,12,37.67529856708546,0,0,0.0,0,male,Helsinki
0,12,23.0,0,0,26.0,0,male,Helsinki
0,12,23.0,0,0,26.0,0,male,Helsinki
0,13,28.5,0,0,32.2,0,male,Helsinki
0,13,48.0,1,3,68.75,0,female,Helsinki
1,11,35.0,0,0,1024.6584,1,male,Tampere
0,13,29.514671258164427,0,0,15.7916,0,male,Helsinki
0,13,29.514671258164427,0,0,15.7916,0,male,Helsinki
1,11,38.84709611936938,0,0,60.0,1,male,Helsinki
0,11,36.0,1,0,157.7,1,male,Helsinki
1,11,21.0,2,2,524.75,1,female,Tampere
0,13,24.0,1,0,32.2,0,male,Helsinki
1,13,31.0,0,0,15.85,0,male,Helsinki
0,11,70.0,1,1,142.0,1,male,Helsinki
0,13,16.0,1,1,40.5,0,male,Helsinki
1,12,30.0,0,0,26.0,0,female,Helsinki
0,11,19.0,1,0,106.2,1,male,Helsinki
0,13,31.0,0,0,15.5,0,male,Turku
1,12,4.0,1,1,46.0,0,female,Helsinki
1,13,6.0,0,1,24.95,1,male,Helsinki
0,13,33.0,0,0,19.0,0,male,Helsinki
0,13,23.0,0,0,15.7916,0,male,Helsinki
1,12,48.0,1,2,130.0,0,female,Helsinki
1,12,0.67,1,1,29.0,0,male,Helsinki
0,13,28.0,0,0,15.5916,0,male,Helsinki
0,12,18.0,0,0,23.0,0,male,Helsinki
0,13,34.0,0,0,16.1,0,male,Helsinki
1,11,33.0,0,0,173.0,1,female,Helsinki
0,13,29.40849667444509,0,0,29.0,0,male,Helsinki
0,13,41.0,0,0,14.25,0,male,Helsinki
1,13,20.0,0,0,14.4584,0,male,Tampere
1,11,36.0,1,2,240.0,1,female,Helsinki
0,13,16.0,0,0,15.55,0,male,Helsinki
1,11,51.0,1,0,155.9166,1,female,Helsinki
0,11,43.49993545782519,0,0,79.2,0,male,Tampere
0,13,30.5,0,0,15.5,0,female,Turku
0,13,27.210271412947947,1,0,48.3,0,male,Turku
0,13,32.0,0,0,16.725,0,male,Helsinki
0,13,24.0,0,0,19.0,0,male,Helsinki
0,13,48.0,0,0,15.7084,0,male,Helsinki
0,12,57.0,0,0,21.0,1,female,Helsinki
0,13,27.95304695611773,0,0,14.45,0,male,Tampere
1,12,54.0,1,3,46.0,0,female,Helsinki
0,13,18.0,0,0,15.5,0,male,Helsinki
0,13,33.27808910590801,0,0,15.5,1,male,Turku
1,13,5.0,0,0,24.95,0,female,Helsinki
0,13,31.57824367328608,0,0,15.475,0,male,Turku
1,11,43.0,0,1,422.675,1,female,Helsinki
1,13,13.0,0,0,14.4584,0,female,Tampere
1,11,17.0,1,0,114.0,1,female,Helsinki
0,11,29.0,0,0,60.0,1,male,Helsinki
0,13,23.955870162317964,1,2,46.9,0,male,Helsinki
0,13,25.0,0,0,14.1,0,male,Helsinki
0,13,25.0,0,0,14.5,0,male,Helsinki
1,13,18.0,0,0,14.9916,0,female,Helsinki
0,13,8.0,4,1,58.25,0,male,Turku
1,13,1.0,1,2,41.15,0,male,Helsinki
0,11,46.0,0,0,158.4,1,male,Tampere
0,13,31.5780427129432,0,0,15.5,0,male,Turku
0,12,16.0,0,0,52.0,0,male,Helsinki
0,13,-5.4288298583333585,8,2,139.1,0,female,Helsinki
0,11,43.64308674463567,0,0,61.3916,0,male,Tampere
0,13,25.0,0,0,15.7916,0,male,Helsinki
0,12,39.0,0,0,26.0,0,male,Helsinki
1,11,49.0,0,0,51.8584,1,female,Helsinki
1,13,31.0,0,0,17.3666,0,female,Helsinki
0,13,30.0,0,0,14.4584,0,male,Tampere
0,13,30.0,1,1,48.3,0,female,Helsinki
0,12,34.0,0,0,26.0,0,male,Helsinki
1,12,31.0,1,1,52.5,0,female,Helsinki
1,11,11.0,1,2,240.0,1,male,Helsinki
1,13,0.42,0,1,17.0334,0,male,Tampere
1,13,27.0,0,0,13.95,0,male,Helsinki
0,13,31.0,0,0,15.55,0,male,Helsinki
0,11,39.0,0,0,0.0,1,male,Helsinki
0,13,18.0,0,0,15.55,0,female,Helsinki
0,12,39.0,0,0,26.0,0,male,Helsinki
1,11,33.0,1,0,106.2,1,female,Helsinki
0,13,26.0,0,0,15.775,0,male,Helsinki
0,13,39.0,0,0,48.3,0,male,Helsinki
0,12,35.0,0,0,21.0,0,male,Helsinki
0,13,6.0,4,2,62.55,0,female,Helsinki
0,13,30.5,0,0,16.1,0,male,Helsinki
0,11,47.409032854942154,0,0,0.0,1,male,Helsinki
0,13,23.0,0,0,15.85,0,female,Helsinki
0,12,31.0,1,1,74.0084,0,male,Tampere
0,13,43.0,0,0,12.9,0,male,Helsinki
0,13,10.0,3,2,55.8,0,male,Helsinki
1,11,52.0,1,1,187.0,1,female,Helsinki
1,13,27.0,0,0,17.325,0,male,Helsinki
0,11,38.0,0,0,0.0,0,male,Helsinki
1,13,27.0,0,1,24.95,1,female,Helsinki
0,13,2.0,4,1,79.375,0,male,Helsinki
0,13,31.59090417488794,0,0,13.9,0,male,Turku
0,13,28.733337445021277,0,0,112.9916,0,male,Helsinki
1,12,1.0,0,2,74.0084,0,male,Tampere
1,13,23.498410800298316,0,0,15.5,0,male,Turku
1,11,62.0,0,0,160.0,1,female,EmptyRow
1,13,15.0,1,0,28.9084,0,female,Tampere
1,12,0.83,1,1,37.5,0,male,Helsinki
0,13,27.952979433442522,0,0,14.4584,0,male,Tampere
0,13,23.0,0,0,15.7084,0,male,Helsinki
0,13,18.0,0,0,16.6,0,male,Helsinki
1,11,39.0,1,1,166.3166,1,female,Tampere
0,13,21.0,0,0,17.325,0,male,Helsinki
0,13,29.512192211374582,0,0,16.1,0,male,Helsinki
1,13,32.0,0,0,112.9916,0,male,Helsinki
1,11,37.27951052971129,0,0,59.4,1,male,Tampere
0,13,20.0,0,0,15.85,0,male,Helsinki
0,12,16.0,0,0,21.0,0,male,Helsinki
1,11,30.0,0,0,62.0,0,female,Tampere
0,13,34.5,0,0,12.875,0,male,Tampere
0,13,17.0,0,0,17.325,0,male,Helsinki
0,13,42.0,0,0,15.1,0,male,Helsinki
0,13,-5.514050893143946,8,2,139.1,0,male,Helsinki
0,13,35.0,0,0,15.7916,0,male,Tampere
0,12,28.0,0,1,66.0,0,male,Helsinki
1,11,32.30558916232148,1,0,178.2084,1,female,Tampere
0,13,4.0,4,2,62.55,0,male,Helsinki
0,13,74.0,0,0,15.55,0,male,Helsinki
0,13,9.0,1,1,30.4916,0,female,Tampere
1,11,16.0,0,1,78.8,1,female,Helsinki
0,12,44.0,1,0,52.0,0,female,Helsinki
1,13,18.0,0,1,18.7,0,female,Helsinki
1,11,45.0,1,1,329.7334,0,female,Helsinki
1,11,51.0,0,0,53.1,1,male,Helsinki
1,13,24.0,0,3,38.5166,0,female,Tampere
0,13,27.952979433442522,0,0,14.4584,0,male,Tampere
0,13,41.0,2,0,28.2166,0,male,Helsinki
0,12,21.0,1,0,23.0,0,male,Helsinki
1,11,48.0,0,0,51.8584,1,female,Helsinki
0,13,-5.4288298583333585,8,2,139.1,0,female,Helsinki
0,12,24.0,0,0,26.0,0,male,Helsinki
1,12,42.0,0,0,26.0,0,female,Helsinki
1,12,27.0,1,0,27.7166,0,female,Tampere
0,11,31.0,0,0,100.9916,1,male,Helsinki
0,13,29.488880811599728,0,0,19.0,0,male,Helsinki
1,13,4.0,1,1,22.2666,0,male,Helsinki
0,13,26.0,0,0,15.7916,0,male,Helsinki
1,11,47.0,1,1,105.1084,1,female,Helsinki
0,11,33.0,0,0,10.0,1,male,Helsinki
0,13,47.0,0,0,18.0,0,male,Helsinki
1,12,28.0,1,0,48.0,0,female,Tampere
1,13,15.0,0,0,14.45,0,female,Tampere
0,13,20.0,0,0,19.6916,0,male,Helsinki
0,13,19.0,0,0,15.7916,0,male,Helsinki
0,13,29.514671258164427,0,0,15.7916,0,male,Helsinki
1,11,56.0,0,1,166.3166,1,female,Tampere
1,12,25.0,0,1,52.0,0,female,Helsinki
0,13,33.0,0,0,15.7916,0,male,Helsinki
0,13,22.0,0,0,21.0334,0,female,Helsinki
0,12,28.0,0,0,21.0,0,male,Helsinki
0,13,25.0,0,0,14.1,0,male,Helsinki
0,13,39.0,0,5,58.25,0,female,Turku
0,12,27.0,0,0,26.0,0,male,Helsinki
1,11,19.0,0,0,60.0,1,female,Helsinki
0,13,24.041091197128566,1,2,46.9,0,female,Helsinki
1,11,26.0,0,0,60.0,1,male,Tampere
0,13,32.0,0,0,15.5,0,male,Turku
